PrimaryCategory,Categories,Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks
cs.MA,cs.MA;cs.AI,Method,Multiagent Systems,Artificial Intelligence,2026-04-03,4,2026,,Heterogeneous Consensus-Progressive Reasoning for Efficient Multi-Agent Debate,,http://arxiv.org/abs/2604.09679v1,"Multi-Agent Debate (MAD) is a collaborative framework in which multiple agents iteratively refine solutions through the generation of reasoning and alternating critique cycles. Current work primarily optimizes intra-round topologies and inter-round interactions separately, which still results in high token costs regardless of task complexity. This work introduces Heterogeneous Consensus-Progressive Reasoning for Efficient Multi-Agent Debate (HCP-MAD), leveraging consensus as a dynamic signal to facilitate progressive reasoning. The core motivation is that a majority of straightforward tasks can be effectively resolved via lightweight pair-agent debates, while complex tasks require expanded collaboration. Consequently, HCP-MAD employs a three-stage progressive reasoning mechanism to develop adaptive solutions across varying task complexities. Firstly, Heterogeneous Consensus Verification conducts rapid consensus verification using a pair of heterogeneous agents for early stopping. Next, the Heterogeneous Pair-Agent Debate applies an adaptive stopping criterion to dynamically terminate mutual critique of recorded reasoning traces. Finally, the unresolved tasks are addressed through Escalated Collective Voting by aggregating diverse perspectives from additional agents. Experiments across multiple benchmarks show that HCP-MAD significantly enhances accuracy while substantially reducing token costs.",,,"@article{liu2026heterogeneous,
  title={Heterogeneous Consensus-Progressive Reasoning for Efficient Multi-Agent Debate},
  author={Yiqing Liu and Hantao Yao and Wu Liu and Allen He and Yongdong Zhang},
  journal={arXiv preprint arXiv:2604.09679v1},
  year={2026},
  url={http://arxiv.org/abs/2604.09679v1}
}","Yiqing Liu, Hantao Yao, Wu Liu, Allen He, Yongdong Zhang",
cs.MA,cs.MA;eess.SY,Method,Multiagent Systems,eess.SY,2026-04-03,4,2026,,Fully Byzantine-Resilient Distributed Multi-Agent Q-Learning,,http://arxiv.org/abs/2604.02791v1,"We study Byzantine-resilient distributed multi-agent reinforcement learning (MARL), where agents must collaboratively learn optimal value functions over a compromised communication network. Existing resilient MARL approaches typically guarantee almost sure convergence only to near-optimal value functions, or require restrictive assumptions to ensure convergence to optimal solution. As a result, agents may fail to learn the optimal policies under these methods. To address this, we propose a novel distributed Q-learning algorithm, under which all agents' value functions converge almost surely to the optimal value functions despite Byzantine edge attacks. The key idea is a redundancy-based filtering mechanism that leverages two-hop neighbor information to validate incoming messages, while preserving bidirectional information flow. We then introduce a new topological condition for the convergence of our algorithm, present a systematic method to construct such networks, and prove that this condition can be verified in polynomial time. We validate our results through simulations, showing that our method converges to the optimal solutions, whereas prior methods fail under Byzantine edge attacks.",,"8 pages, 3 figures","@article{lee2026fully,
  title={Fully Byzantine-Resilient Distributed Multi-Agent Q-Learning},
  author={Haejoon Lee and Dimitra Panagou},
  journal={arXiv preprint arXiv:2604.02791v1},
  year={2026},
  url={http://arxiv.org/abs/2604.02791v1}
}","Haejoon Lee, Dimitra Panagou",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-04-03,4,2026,,Multi-agent Reinforcement Learning-based Joint Design of Low-Carbon P2P Market and Bidding Strategy in Microgrids,,http://arxiv.org/abs/2604.02728v1,"The challenges of the uncertainties in renewable energy generation and the instability of the real-time market limit the effective utilization of clean energy in microgrid communities. Existing peer-to-peer (P2P) and microgrid coordination approaches typically rely on certain centralized optimization or restrictive coordination rules which are difficult to be implemented in real-life applications. To address the challenge, we propose an intraday P2P trading framework that allows self-interested microgrids to pursue their economic benefits, while allowing the market operator to maximize the social welfare, namely the low carbon emission objective, of the entire community. Specifically, the decision-making processes of the microgrids are formulated as a Decentralized Partially Observable Markov Decision Process (DEC-POMDP) and solved using a Multi-Agent Reinforcement Learning (MARL) framework. Such an approach grants each microgrid a high degree of decision-making autonomy, while a novel market clearing mechanism is introduced to provide macro-regulation, incentivizing microgrids to prioritize local renewable energy consumption and hence reduce carbon emissions. Simulation results demonstrate that the combination of the self-interested bidding strategy and the P2P market design helps significantly improve renewable energy utilization and reduce reliance on external electricity with high carbon-emissions. The framework achieves a balanced integration of local autonomy, self-interest pursuit, and improved community-level economic and environmental benefits.",,"10 pages, 6 figures","@article{ren2026multiagent,
  title={Multi-agent Reinforcement Learning-based Joint Design of Low-Carbon P2P Market and Bidding Strategy in Microgrids},
  author={Junhao Ren and Honglin Gao and Sijie Wang and Lan Zhao and Qiyu Kang and Aniq Ashan and Yajuan Sun and Gaoxi Xiao},
  journal={arXiv preprint arXiv:2604.02728v1},
  year={2026},
  url={http://arxiv.org/abs/2604.02728v1}
}","Junhao Ren, Honglin Gao, Sijie Wang, Lan Zhao, Qiyu Kang, Aniq Ashan, Yajuan Sun, Gaoxi Xiao",
cs.MA,cs.MA;cs.AI,Method,Multiagent Systems,Artificial Intelligence,2026-04-03,4,2026,,Do Agent Societies Develop Intellectual Elites? The Hidden Power Laws of Collective Cognition in LLM Multi-Agent Systems,,http://arxiv.org/abs/2604.02674v1,"Large Language Model (LLM) multi-agent systems are increasingly deployed as interacting agent societies, yet scaling these systems often yields diminishing or unstable returns, the causes of which remain poorly understood. We present the first large-scale empirical study of coordination dynamics in LLM-based multi-agent systems, introducing an atomic event-level formulation that reconstructs reasoning as cascades of coordination. Analyzing over 1.5 Million interactions across tasks, topologies, and scales, we uncover three coupled laws: coordination follows heavy-tailed cascades, concentrates via preferential attachment into intellectual elites, and produces increasingly frequent extreme events as system size grows. We show that these effects are coupled through a single structural mechanism: an integration bottleneck, in which coordination expansion scales with system size while consolidation does not, producing large but weakly integrated reasoning processes. To test this mechanism, we introduce Deficit-Triggered Integration (DTI), which selectively increases integration under imbalance. DTI improves performance precisely where coordination fails, without suppressing large-scale reasoning. Together, our results establish quantitative laws of collective cognition and identify coordination structure as a fundamental, previously unmeasured axis for understanding and improving scalable multi-agent intelligence.",,,"@article{venkatesh2026do,
  title={Do Agent Societies Develop Intellectual Elites? The Hidden Power Laws of Collective Cognition in LLM Multi-Agent Systems},
  author={Kavana Venkatesh and Jiaming Cui},
  journal={arXiv preprint arXiv:2604.02674v1},
  year={2026},
  url={http://arxiv.org/abs/2604.02674v1}
}","Kavana Venkatesh, Jiaming Cui",
cs.MA,cs.MA;cs.AI;cs.CL;cs.GT,Method,Multiagent Systems,Artificial Intelligence; cs.CL; cs.GT,2026-04-02,4,2026,,High Volatility and Action Bias Distinguish LLMs from Humans in Group Coordination,,http://arxiv.org/abs/2604.02578v1,"Humans exhibit remarkable abilities to coordinate in groups. As large language models (LLMs) become more capable, it remains an open question whether they can demonstrate comparable adaptive coordination and whether they use the same strategies as humans. To investigate this, we compare LLM and human performance on a common-interest game with imperfect monitoring: Group Binary Search. In this n-player game, participants need to coordinate their actions to achieve a common objective. Players independently submit numerical values in an effort to collectively sum to a randomly assigned target number. Without direct communication, they rely on group feedback to iteratively adjust their submissions until they reach the target number. Our findings show that, unlike humans who adapt and stabilize their behavior over time, LLMs often fail to improve across games and exhibit excessive switching, which impairs group convergence. Moreover, richer feedback (e.g., numerical error magnitude) benefits humans substantially but has small effects on LLMs. Taken together, by grounding the analysis in human baselines and mechanism-level metrics, including reactivity scaling, switching dynamics, and learning across games, we point to differences in human and LLM groups and provide a behaviorally grounded diagnostic for closing the coordination gap.",,,"@article{maini2026high,
  title={High Volatility and Action Bias Distinguish LLMs from Humans in Group Coordination},
  author={Sahaj Singh Maini and Robert L. Goldstone and Zoran Tiganj},
  journal={arXiv preprint arXiv:2604.02578v1},
  year={2026},
  url={http://arxiv.org/abs/2604.02578v1}
}","Sahaj Singh Maini, Robert L. Goldstone, Zoran Tiganj",
cs.MA,cs.MA;cs.AI,Method,Multiagent Systems,Artificial Intelligence,2026-04-02,4,2026,,Optimizing Interventions for Agent-Based Infectious Disease Simulations,,http://arxiv.org/abs/2604.02016v1,"Non-pharmaceutical interventions (NPIs) are commonly used tools for controlling infectious disease transmission when pharmaceutical options are unavailable. Yet, identifying effective interventions that minimize societal disruption remains challenging. Agent-based simulation is a popular tool for analyzing the impact of possible interventions in epidemiology. However, automatically optimizing NPIs using agent-based simulations poses a complex problem because, in agent-based epidemiological models, interventions can target individuals based on multiple attributes, affect hierarchical group structures (e.g., schools, workplaces, and families), and be combined arbitrarily, resulting in a very large or even infinite search space. We aim to support decision-makers with our Agent-based Infectious Disease Intervention Optimization System (ADIOS) that optimizes NPIs for infectious disease simulations using Grammar-Guided Genetic Programming (GGGP). The core of ADIOS is a domain-specific language for expressing NPIs in agent-based simulations that structures the intervention search space through a context-free grammar. To make optimization more efficient, the search space can be further reduced by defining constraints that prevent the generation of semantically invalid intervention patterns. Using this constrained language and an interface that enables coupling with agent-based simulations, ADIOS adopts the GGGP approach for simulation-based optimization. Using the German Epidemic Micro-Simulation System (GEMS) as a case study, we demonstrate the potential of our approach to generate optimal interventions for realistic epidemiological models",,,"@article{wolpers2026optimizing,
  title={Optimizing Interventions for Agent-Based Infectious Disease Simulations},
  author={Anja Wolpers and Johannes Ponge and Adelinde M. Uhrmacher},
  journal={arXiv preprint arXiv:2604.02016v1},
  year={2026},
  url={http://arxiv.org/abs/2604.02016v1}
}","Anja Wolpers, Johannes Ponge, Adelinde M. Uhrmacher",
cs.MA,cs.MA;econ.TH;physics.soc-ph,Method,Multiagent Systems,econ.TH; physics.soc-ph,2026-04-02,4,2026,,Free Information Disrupts Even Bayesian Crowds,,http://arxiv.org/abs/2604.01838v1,"A core tenet underpinning the conception of contemporary information networks, such as social media platforms, is that users should not be constrained in the amount of information they can freely and willingly exchange with one another about a given topic. By means of a computational agent-based model, we show how even in groups of truth-seeking and cooperative agents with perfect information-processing abilities, unconstrained information exchange may lead to detrimental effects on the correctness of the group's beliefs. If unconstrained information exchange can be detrimental even among such idealized agents, it is prudent to assume it can also be so in practice. We therefore argue that constraints on information flow should be carefully considered in the design of communication networks with substantial societal impact, such as social media platforms.",,,"@article{stein2026free,
  title={Free Information Disrupts Even Bayesian Crowds},
  author={Jonas Stein and Shannon Cruz and Davide Grossi and Martina Testori},
  journal={arXiv preprint arXiv:2604.01838v1},
  year={2026},
  url={http://arxiv.org/abs/2604.01838v1}
}","Jonas Stein, Shannon Cruz, Davide Grossi, Martina Testori",
cs.MA,cs.MA;cs.AI,Method,Multiagent Systems,Artificial Intelligence,2026-04-01,4,2026,,OrgAgent: Organize Your Multi-Agent System like a Company,,http://arxiv.org/abs/2604.01020v1,"While large language model-based multi-agent systems have shown strong potential for complex reasoning, how to effectively organize multiple agents remains an open question. In this paper, we introduce OrgAgent, a company-style hierarchical multi-agent framework that separates collaboration into governance, execution, and compliance layers. OrgAgent decomposes multi-agent reasoning into three layers: a governance layer for planning and resource allocation, an execution layer for task solving and review, and a compliance layer for final answer control. By evaluating the framework across reasoning tasks, LLMs, execution modes, and execution policies, we find that multi-agent systems organized in a company-style hierarchy generally outperform other organizational structures. Besides, hierarchical coordination also reduces token consumption relative to flat collaboration in most settings. For example, for GPT-OSS-120B, the hierarchical setting improves performance over flat multi-agent system by 102.73% while reducing token usage by 74.52% on SQuAD 2.0. Further analysis shows that hierarchy helps most when tasks benefit from stable skill assignment, controlled information flow, and layered verification. Overall, our findings highlight organizational structure as an important factor in multi-agent reasoning, shaping not only effectiveness and cost, but also coordination behavior.",,,"@article{wang2026orgagent,
  title={OrgAgent: Organize Your Multi-Agent System like a Company},
  author={Yiru Wang and Xinyue Shen and Yaohui Han and Michael Backes and Pin-Yu Chen and Tsung-Yi Ho},
  journal={arXiv preprint arXiv:2604.01020v1},
  year={2026},
  url={http://arxiv.org/abs/2604.01020v1}
}","Yiru Wang, Xinyue Shen, Yaohui Han, Michael Backes, Pin-Yu Chen, Tsung-Yi Ho",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-04-01,4,2026,,Role Differentiation in a Coupled Resource Ecology under Multi-Level Selection,,http://arxiv.org/abs/2604.00810v1,"A group of non-cooperating agents can succumb to the \emph{tragedy-of-the-commons} if all of them seek to maximize the same resource channel to improve their viability. In nature, however, groups often avoid such collapses by differentiating into distinct roles that exploit different resource channels. It remains unclear how such coordination can emerge under continual individual-level selection alone. To address this, we introduce a computational model of multi-level selection, in which group-level selection shapes a common substrate and mutation operator shared by all group members undergoing individual-level selection. We also place this process in an embodied ecology where distinct resource channels are not segregated, but coupled through the same behavioral primitives. These channels are classified as a positive-sum intake channel and a zero-sum redistribution channel. We investigate whether such a setting can give rise to role differentiation under turnover driven by birth and death. We find that in a learned ecology, both channels remain occupied at the colony level, and the collapse into a single acquisition mode is avoided. Zero-sum channel usage increases over generations despite not being directly optimized by group-level selection. Channel occupancy also fluctuates over the lifetime of a boid. Ablation studies suggest that most baseline performance is carried by the inherited behavioral basis, while the learned variation process provides a smaller but systematic improvement prior to saturation. Together, the results suggest that multi-level selection can enable groups in a common-pool setting to circumvent tragedy-of-the-commons through differentiated use of coupled channels under continual turnover.",,"9 pages, 6 figures","@article{chaturvedi2026role,
  title={Role Differentiation in a Coupled Resource Ecology under Multi-Level Selection},
  author={Siddharth Chaturvedi and Ahmed El-Gazzar and Marcel van Gerven},
  journal={arXiv preprint arXiv:2604.00810v1},
  year={2026},
  url={http://arxiv.org/abs/2604.00810v1}
}","Siddharth Chaturvedi, Ahmed El-Gazzar, Marcel van Gerven",
cs.MA,cs.MA;cs.AI,Method,Multiagent Systems,Artificial Intelligence,2026-04-01,4,2026,,GRASP: Gradient Realignment via Active Shared Perception for Multi-Agent Collaborative Optimization,,http://arxiv.org/abs/2604.00717v1,"Non-stationarity arises from concurrent policy updates and leads to persistent environmental fluctuations. Existing approaches like Centralized Training with Decentralized Execution (CTDE) and sequential update schemes mitigate this issue. However, since the perception of the policies of other agents remains dependent on sampling environmental interaction data, the agent essentially operates in a passive perception state. This inevitably triggers equilibrium oscillations and significantly slows the convergence speed of the system. To address this issue, we propose Gradient Realignment via Active Shared Perception (GRASP), a novel framework that defines generalized Bellman equilibrium as a stable objective for policy evolution. The core mechanism of GRASP involves utilizing the independent gradients of agents to derive a defined consensus gradient, enabling agents to actively perceive policy updates and optimize team collaboration. Theoretically, we leverage the Kakutani Fixed-Point Theorem to prove that the consensus direction $u^*$ guarantees the existence and attainability of this equilibrium. Extensive experiments on StarCraft II Multi-Agent Challenge (SMAC) and Google Research Football (GRF) demonstrate the scalability and promising performance of the framework.",,,"@article{zhou2026grasp,
  title={GRASP: Gradient Realignment via Active Shared Perception for Multi-Agent Collaborative Optimization},
  author={Sihan Zhou and Tiantian He and Yifan Lu and Yaqing Hou and Yew-Soon Ong},
  journal={arXiv preprint arXiv:2604.00717v1},
  year={2026},
  url={http://arxiv.org/abs/2604.00717v1}
}","Sihan Zhou, Tiantian He, Yifan Lu, Yaqing Hou, Yew-Soon Ong",
cs.MA,cs.MA;cs.GT;eess.SY,Method,Multiagent Systems,cs.GT; eess.SY,2026-04-01,4,2026,,Competition and Cooperation of LLM Agents in Games,,http://arxiv.org/abs/2604.00487v2,"Large language model (LLM) agents are increasingly deployed in competitive multi-agent settings, raising fundamental questions about whether they converge to equilibria and how their strategic behavior can be characterized. In this paper, we study LLM agent interactions in two standard games: a network resource allocation game and a Cournot competition game. Rather than converging to Nash equilibria, we find that LLM agents tend to cooperate when given multi-round prompts and non-zero-sum context. Chain-of-thought analysis reveals that fairness reasoning is central to this behavior. We propose an analytical framework that captures the dynamics of LLM agent reasoning across rounds and explains these experimental findings.",,Submitted to CDC'2026,"@article{yao2026competition,
  title={Competition and Cooperation of LLM Agents in Games},
  author={Jiayi Yao and Cong Chen and Baosen Zhang},
  journal={arXiv preprint arXiv:2604.00487v2},
  year={2026},
  url={http://arxiv.org/abs/2604.00487v2}
}","Jiayi Yao, Cong Chen, Baosen Zhang",
cs.MA,cs.MA;eess.SY,Method,Multiagent Systems,eess.SY,2026-04-01,4,2026,,CASCADE: Cascaded Scoped Communication for Multi-Agent Re-planning in Disrupted Industrial Environments,,http://arxiv.org/abs/2604.00451v1,"Industrial disruption replanning demands multi-agent coordination under strict latency and communication budgets, where disruptions propagate through tightly coupled physical dependencies and rapidly invalidate baseline schedules and commitments. Existing coordination schemes often treat communication as either effectively free (broadcast-style escalation) or fixed in advance (hand-tuned neighborhoods), both of which are brittle once the disruption footprint extends beyond a local region. We present \CASCADE, a budgeted replanning mechanism that makes communication scope explicit and auditable rather than fixed or implicit. Each agent maintains an explicit knowledge base, solves role-conditioned local decision problems to revise commitments, and coordinates through lightweight contract primitives whose footprint expands only when local validation indicates that the current scope is insufficient. This design separates a unified agent substrate (Knowledge Base / Decision Manager / Communication Manager) from a scoped interaction layer that controls who is contacted, how far coordination propagates, and when escalation is triggered under explicit budgets. We evaluate \CASCADE on disrupted manufacturing and supply-chain settings using unified diagnostics intended to test a mechanism-design claim -- whether explicit scope control yields useful quality-latency-communication trade-offs and improved robustness under uncertainty -- rather than to provide a complete algorithmic ranking.",,ICLR 2026 Workshop on AI for Mechanism Design and Strategic Decision Making,"@article{bi2026cascade,
  title={CASCADE: Cascaded Scoped Communication for Multi-Agent Re-planning in Disrupted Industrial Environments},
  author={Mingjie Bi},
  journal={arXiv preprint arXiv:2604.00451v1},
  year={2026},
  url={http://arxiv.org/abs/2604.00451v1}
}",Mingjie Bi,
cs.MA,cs.MA;cs.LG,Method,Multiagent Systems,Machine Learning,2026-04-01,4,2026,,Internal State-Based Policy Gradient Methods for Partially Observable Markov Potential Games,,http://arxiv.org/abs/2604.00433v1,"This letter studies multi-agent reinforcement learning in partially observable Markov potential games. Solving this problem is challenging due to partial observability, decentralized information, and the curse of dimensionality. First, to address the first two challenges, we leverage the common information framework, which allows agents to act based on both shared and local information. Second, to ensure tractability, we study an internal state that compresses accumulated information, preventing it from growing unboundedly over time. We then implement an internal state-based natural policy gradient method to find Nash equilibria of the Markov potential game. Our main contribution is to establish a non-asymptotic convergence bound for this method. Our theoretical bound decomposes into two interpretable components: a statistical error term that also arises in standard Markov potential games, and an approximation error capturing the use of finite-state controllers. Finally, simulations across multiple partially observable environments demonstrate that the proposed method using finite-state controllers achieves consistent improvements in performance compared to the setting where only the current observation is used.",,"6 pages, 2 figures","@article{yang2026internal,
  title={Internal State-Based Policy Gradient Methods for Partially Observable Markov Potential Games},
  author={Wonseok Yang and Thinh T. Doan},
  journal={arXiv preprint arXiv:2604.00433v1},
  year={2026},
  url={http://arxiv.org/abs/2604.00433v1}
}","Wonseok Yang, Thinh T. Doan",
cs.MA,cs.MA;cs.CR,Method,Multiagent Systems,cs.CR,2026-04-01,4,2026,,Secure Forgetting: A Framework for Privacy-Driven Unlearning in Large Language Model (LLM)-Based Agents,LLM,http://arxiv.org/abs/2604.00430v1,"Large language model (LLM)-based agents have recently gained considerable attention due to the powerful reasoning capabilities of LLMs. Existing research predominantly focuses on enhancing the task performance of these agents in diverse scenarios. However, as LLM-based agents become increasingly integrated into real-world applications, significant concerns emerge regarding their accumulation of sensitive or outdated knowledge. Addressing these concerns requires the development of mechanisms that allow agents to selectively forget previously learned knowledge, giving rise to a new term LLM-based agent unlearning. This paper initiates research on unlearning in LLM-based agents. Specifically, we propose a novel and comprehensive framework that categorizes unlearning scenarios into three contexts: state unlearning (forgetting specific states or items), trajectory unlearning (forgetting sequences of actions) and environment unlearning (forgetting entire environments or categories of tasks). Within this framework, we introduce a natural language-based unlearning method that trains a conversion model to transform high-level unlearning requests into actionable unlearning prompts, guiding agents through a controlled forgetting process. Moreover, to evaluate the robustness of the proposed framework, we introduce an unlearning inference adversary capable of crafting prompts, querying agents, and observing their behaviors in an attempt to infer the forgotten knowledge. Experimental results show that our approach effectively enables agents to forget targeted knowledge while preserving performance on untargeted tasks, and prevents the adversary from inferring the forgotten knowledge.",,,"@article{ye2026secure,
  title={Secure Forgetting: A Framework for Privacy-Driven Unlearning in Large Language Model (LLM)-Based Agents},
  author={Dayong Ye and Tainqing Zhu and Congcong Zhu and Feng He and Qi He and Shang Wang and Bo Liu and Wanlei Zhou},
  journal={arXiv preprint arXiv:2604.00430v1},
  year={2026},
  url={http://arxiv.org/abs/2604.00430v1}
}","Dayong Ye, Tainqing Zhu, Congcong Zhu, Feng He, Qi He, Shang Wang, Bo Liu, Wanlei Zhou",
cs.MA,cs.MA;cs.AI,Method,Multiagent Systems,Artificial Intelligence,2026-03-31,3,2026,,An Empirical Study of Multi-Agent Collaboration for Automated Research,,http://arxiv.org/abs/2603.29632v1,"As AI agents evolve, the community is rapidly shifting from single Large Language Models (LLMs) to Multi-Agent Systems (MAS) to overcome cognitive bottlenecks in automated research. However, the optimal multi-agent coordination framework for these autonomous agents remains largely unexplored. In this paper, we present a systematic empirical study investigating the comparative efficacy of distinct multi-agent structures for automated machine learning optimization. Utilizing a rigorously controlled, execution-based testbed equipped with Git worktree isolation and explicit global memory, we benchmark a single-agent baseline against two multi-agent paradigms: a subagent architecture (parallel exploration with post-hoc consolidation) and an agent team architecture (experts with pre-execution handoffs). By evaluating these systems under strictly fixed computational time budgets, our findings reveal a fundamental trade-off between operational stability and theoretical deliberation. The subagent mode functions as a highly resilient, high-throughput search engine optimal for broad, shallow optimizations under strict time constraints. Conversely, the agent team topology exhibits higher operational fragility due to multi-author code generation but achieves the deep theoretical alignment necessary for complex architectural refactoring given extended compute budgets. These empirical insights provide actionable guidelines for designing future autoresearch systems, advocating for dynamically routed architectures that adapt their collaborative structures to real-time task complexity.",,,"@article{shen2026an,
  title={An Empirical Study of Multi-Agent Collaboration for Automated Research},
  author={Yang Shen and Zhenyi Yi and Ziyi Zhao and Lijun Sun and Dongyang Li and Chin-Teng Lin and Yuhui Shi},
  journal={arXiv preprint arXiv:2603.29632v1},
  year={2026},
  url={http://arxiv.org/abs/2603.29632v1}
}","Yang Shen, Zhenyi Yi, Ziyi Zhao, Lijun Sun, Dongyang Li, Chin-Teng Lin, Yuhui Shi",
cs.CV,cs.CV;cs.MA,Method,Computer Vision,Multiagent Systems,2026-03-30,3,2026,,LogiStory: A Logic-Aware Framework for Multi-Image Story Visualization,,http://arxiv.org/abs/2603.28082v1,"Generating coherent and communicative visual sequences, such as image sequences and videos, remains a significant challenge for current multimodal systems. Despite advances in visual quality and the integration of world knowledge, existing models still struggle to maintain logical flow, often resulting in disjointed actions, fragmented narratives, and unclear storylines. We attribute these issues to the lack of attention to visual logic, a critical yet underexplored dimension of visual sequence generation that we define as the perceptual and causal coherence among characters, actions, and scenes over time. To bridge this gap, we propose a logic-aware multi-image story visualization framework, LogiStory. The framework is built around the central innovation of explicitly modeling visual logic in story visualization. To realize this idea, we design a multi-agent system that grounds roles, extracts causal chains, and verifies story-level consistency, transforming narrative coherence from an implicit byproduct of image generation into an explicit modeling objective. This design effectively bridges structured story planning with visual generation, enhancing both narrative clarity and visual quality in story visualization. Furthermore, to evaluate the generation capacity, we construct LogicTale, a benchmark comprising richly annotated stories, emphasizing causal reasoning, and visual logic interpretability. We establish comprehensive automatic and human evaluation protocols designed to measure both visual logic and perceptual quality. Experiments demonstrate that our approach significantly improves the narrative logic of generated visual stories. This work provides a foundational step towards modeling and enforcing visual logic in general image sequence and video generation tasks.",,,"@article{meng2026logistory,
  title={LogiStory: A Logic-Aware Framework for Multi-Image Story Visualization},
  author={Chutian Meng and Fan Ma and Chi Zhang and Jiaxu Miao and Yi Yang and Yueting Zhuang},
  journal={arXiv preprint arXiv:2603.28082v1},
  year={2026},
  url={http://arxiv.org/abs/2603.28082v1}
}","Chutian Meng, Fan Ma, Chi Zhang, Jiaxu Miao, Yi Yang, Yueting Zhuang",
cs.MA,cs.MA;cs.AI;cs.CY;cs.GT;cs.SE,Method,Multiagent Systems,Artificial Intelligence; cs.CY; cs.GT,2026-03-29,3,2026,,Computational Foundations for Strategic Coopetition: Formalizing Sequential Interaction and Reciprocity,,http://arxiv.org/abs/2604.01240v1,"Strategic coopetition in multi-stakeholder systems requires understanding how cooperation persists through time without binding contracts. This technical report extends computational foundations for strategic coopetition to sequential interaction dynamics, bridging conceptual modeling (i* framework) with game-theoretic reciprocity analysis. We develop: (1) bounded reciprocity response functions mapping partner deviations to finite conditional responses, (2) memory-windowed history tracking capturing cognitive limitations over k recent periods, (3) structural reciprocity sensitivity derived from interdependence matrices where behavioral responses are amplified by structural dependencies, and (4) trust-gated reciprocity where trust modulates reciprocity responses. The framework applies to both human stakeholder interactions and multi-agent computational systems. Comprehensive validation across 15,625 parameter configurations demonstrates robust reciprocity effects, with all six behavioral targets exceeding thresholds: cooperation emergence (97.5%), defection punishment (100%), forgiveness dynamics (87.9%), asymmetric differentiation (100%), trust-reciprocity interaction (100%), and bounded responses (100%). Empirical validation using the Apple iOS App Store ecosystem (2008-2024) achieves 43/51 applicable points (84.3%), reproducing documented cooperation patterns across five ecosystem phases. Statistical significance confirmed at p < 0.001 with Cohen's d = 1.57. This report concludes the Foundations Series (TR-1 through TR-4) adopting uniaxial treatment where agents choose cooperation levels along a single continuum. Companion work on interdependence (arXiv:2510.18802), trust (arXiv:2510.24909), and collective action (arXiv:2601.16237) has been prepublished. Extensions Series (TR-5 through TR-8) introduces biaxial treatment where cooperation and competition are independent dimensions.",,"81 pages, 19 figures","@article{pant2026computational,
  title={Computational Foundations for Strategic Coopetition: Formalizing Sequential Interaction and Reciprocity},
  author={Vik Pant and Eric Yu},
  journal={arXiv preprint arXiv:2604.01240v1},
  year={2026},
  url={http://arxiv.org/abs/2604.01240v1}
}","Vik Pant, Eric Yu",
cs.MA,cs.MA;cs.CL;cs.CY,Method,Multiagent Systems,cs.CL; cs.CY,2026-03-29,3,2026,,Emergent Social Intelligence Risks in Generative Multi-Agent Systems,,http://arxiv.org/abs/2603.27771v2,"Multi-agent systems composed of large generative models are rapidly moving from laboratory prototypes to real-world deployments, where they jointly plan, negotiate, and allocate shared resources to solve complex tasks. While such systems promise unprecedented scalability and autonomy, their collective interaction also gives rise to failure modes that cannot be reduced to individual agents. Understanding these emergent risks is therefore critical. Here, we present a pioneer study of such emergent multi-agent risk in workflows that involve competition over shared resources (e.g., computing resources or market share), sequential handoff collaboration (where downstream agents see only predecessor outputs), collective decision aggregation, and others. Across these settings, we observe that such group behaviors arise frequently across repeated trials and a wide range of interaction conditions, rather than as rare or pathological cases. In particular, phenomena such as collusion-like coordination and conformity emerge with non-trivial frequency under realistic resource constraints, communication protocols, and role assignments, mirroring well-known pathologies in human societies despite no explicit instruction. Moreover, these risks cannot be prevented by existing agent-level safeguards alone. These findings expose the dark side of intelligent multi-agent systems: a social intelligence risk where agent collectives, despite no instruction to do so, spontaneously reproduce familiar failure patterns from human societies.",,,"@article{huang2026emergent,
  title={Emergent Social Intelligence Risks in Generative Multi-Agent Systems},
  author={Yue Huang and Yu Jiang and Wenjie Wang and Haomin Zhuang and Xiaonan Luo and Yuchen Ma and Zhangchen Xu and Zichen Chen and Nuno Moniz and Zinan Lin and Pin-Yu Chen and Nitesh V Chawla and Nouha Dziri and Huan Sun and Xiangliang Zhang},
  journal={arXiv preprint arXiv:2603.27771v2},
  year={2026},
  url={http://arxiv.org/abs/2603.27771v2}
}","Yue Huang, Yu Jiang, Wenjie Wang, Haomin Zhuang, Xiaonan Luo, Yuchen Ma, Zhangchen Xu, Zichen Chen, Nuno Moniz, Zinan Lin, Pin-Yu Chen, Nitesh V Chawla, Nouha Dziri, Huan Sun, Xiangliang Zhang",
